date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2016/3/11,11606,Friday,7,3,2016,d_1869,,,,,0,1,1
2016/3/12,11607,Saturday,1,3,2016,d_1870,,,,,0,1,1
2016/3/13,11607,Sunday,2,3,2016,d_1871,,,,,0,1,0
2016/3/14,11607,Monday,3,3,2016,d_1872,,,,,0,0,1
2016/3/15,11607,Tuesday,4,3,2016,d_1873,,,,,0,1,1
2016/3/16,11607,Wednesday,5,3,2016,d_1874,,,,,0,0,0
2016/3/17,11607,Thursday,6,3,2016,d_1875,StPatricksDay,Cultural,,,0,0,0
2016/3/18,11607,Friday,7,3,2016,d_1876,,,,,0,0,0
2016/3/19,11608,Saturday,1,3,2016,d_1877,,,,,0,0,0
2016/3/20,11608,Sunday,2,3,2016,d_1878,,,,,0,0,0
2016/3/21,11608,Monday,3,3,2016,d_1879,,,,,0,0,0
2016/3/22,11608,Tuesday,4,3,2016,d_1880,,,,,0,0,0
2016/3/23,11608,Wednesday,5,3,2016,d_1881,,,,,0,0,0
2016/3/24,11608,Thursday,6,3,2016,d_1882,Purim End,Religious,,,0,0,0
2016/3/25,11608,Friday,7,3,2016,d_1883,,,,,0,0,0
2016/3/26,11609,Saturday,1,3,2016,d_1884,,,,,0,0,0
2016/3/27,11609,Sunday,2,3,2016,d_1885,Easter,Cultural,,,0,0,0
2016/3/28,11609,Monday,3,3,2016,d_1886,,,,,0,0,0
2016/3/29,11609,Tuesday,4,3,2016,d_1887,,,,,0,0,0
2016/3/30,11609,Wednesday,5,3,2016,d_1888,,,,,0,0,0
2016/3/31,11609,Thursday,6,3,2016,d_1889,,,,,0,0,0
2016/4/1,11609,Friday,7,4,2016,d_1890,,,,,1,1,0
2016/4/2,11610,Saturday,1,4,2016,d_1891,,,,,1,0,1
2016/4/3,11610,Sunday,2,4,2016,d_1892,,,,,1,1,1
2016/4/4,11610,Monday,3,4,2016,d_1893,,,,,1,0,0
2016/4/5,11610,Tuesday,4,4,2016,d_1894,,,,,1,1,1
2016/4/6,11610,Wednesday,5,4,2016,d_1895,,,,,1,1,1
2016/4/7,11610,Thursday,6,4,2016,d_1896,,,,,1,1,0
2016/4/8,11610,Friday,7,4,2016,d_1897,,,,,1,0,1
2016/4/9,11611,Saturday,1,4,2016,d_1898,,,,,1,1,1
2016/4/10,11611,Sunday,2,4,2016,d_1899,,,,,1,0,0
2016/4/11,11611,Monday,3,4,2016,d_1900,,,,,0,1,1
2016/4/12,11611,Tuesday,4,4,2016,d_1901,,,,,0,1,1
2016/4/13,11611,Wednesday,5,4,2016,d_1902,,,,,0,1,0
2016/4/14,11611,Thursday,6,4,2016,d_1903,,,,,0,0,1
2016/4/15,11611,Friday,7,4,2016,d_1904,,,,,0,1,1
2016/4/16,11612,Saturday,1,4,2016,d_1905,,,,,0,0,0
2016/4/17,11612,Sunday,2,4,2016,d_1906,,,,,0,0,0
2016/4/18,11612,Monday,3,4,2016,d_1907,,,,,0,0,0
2016/4/19,11612,Tuesday,4,4,2016,d_1908,,,,,0,0,0
2016/4/20,11612,Wednesday,5,4,2016,d_1909,,,,,0,0,0
2016/4/21,11612,Thursday,6,4,2016,d_1910,,,,,0,0,0
2016/4/22,11612,Friday,7,4,2016,d_1911,,,,,0,0,0
2016/4/23,11613,Saturday,1,4,2016,d_1912,,,,,0,0,0
2016/4/24,11613,Sunday,2,4,2016,d_1913,,,,,0,0,0
2016/4/25,11613,Monday,3,4,2016,d_1914,,,,,0,0,0
2016/4/26,11613,Tuesday,4,4,2016,d_1915,,,,,0,0,0
2016/4/27,11613,Wednesday,5,4,2016,d_1916,,,,,0,0,0
2016/4/28,11613,Thursday,6,4,2016,d_1917,,,,,0,0,0
2016/4/29,11613,Friday,7,4,2016,d_1918,,,,,0,0,0
2016/4/30,11614,Saturday,1,4,2016,d_1919,Pesach End,Religious,,,0,0,0
2016/5/1,11614,Sunday,2,5,2016,d_1920,OrthodoxEaster,Religious,,,1,1,0
2016/5/2,11614,Monday,3,5,2016,d_1921,,,,,1,0,1
2016/5/3,11614,Tuesday,4,5,2016,d_1922,,,,,1,1,1
2016/5/4,11614,Wednesday,5,5,2016,d_1923,,,,,1,0,0
2016/5/5,11614,Thursday,6,5,2016,d_1924,Cinco De Mayo,Cultural,,,1,1,1
2016/5/6,11614,Friday,7,5,2016,d_1925,,,,,1,1,1
2016/5/7,11615,Saturday,1,5,2016,d_1926,,,,,1,1,0
2016/5/8,11615,Sunday,2,5,2016,d_1927,Mother's day,Cultural,,,1,0,1
2016/5/9,11615,Monday,3,5,2016,d_1928,,,,,1,1,1
2016/5/10,11615,Tuesday,4,5,2016,d_1929,,,,,1,0,0
2016/5/11,11615,Wednesday,5,5,2016,d_1930,,,,,0,1,1
2016/5/12,11615,Thursday,6,5,2016,d_1931,,,,,0,1,1
2016/5/13,11615,Friday,7,5,2016,d_1932,,,,,0,1,0
2016/5/14,11616,Saturday,1,5,2016,d_1933,,,,,0,0,1
2016/5/15,11616,Sunday,2,5,2016,d_1934,,,,,0,1,1
2016/5/16,11616,Monday,3,5,2016,d_1935,,,,,0,0,0
2016/5/17,11616,Tuesday,4,5,2016,d_1936,,,,,0,0,0
2016/5/18,11616,Wednesday,5,5,2016,d_1937,,,,,0,0,0
2016/5/19,11616,Thursday,6,5,2016,d_1938,,,,,0,0,0
2016/5/20,11616,Friday,7,5,2016,d_1939,,,,,0,0,0
2016/5/21,11617,Saturday,1,5,2016,d_1940,,,,,0,0,0
2016/5/22,11617,Sunday,2,5,2016,d_1941,,,,,0,0,0
2016/5/23,11617,Monday,3,5,2016,d_1942,,,,,0,0,0
2016/5/24,11617,Tuesday,4,5,2016,d_1943,,,,,0,0,0
2016/5/25,11617,Wednesday,5,5,2016,d_1944,,,,,0,0,0
2016/5/26,11617,Thursday,6,5,2016,d_1945,,,,,0,0,0
2016/5/27,11617,Friday,7,5,2016,d_1946,,,,,0,0,0
2016/5/28,11618,Saturday,1,5,2016,d_1947,,,,,0,0,0
2016/5/29,11618,Sunday,2,5,2016,d_1948,,,,,0,0,0
2016/5/30,11618,Monday,3,5,2016,d_1949,MemorialDay,National,,,0,0,0
2016/5/31,11618,Tuesday,4,5,2016,d_1950,,,,,0,0,0
2016/6/1,11618,Wednesday,5,6,2016,d_1951,,,,,1,1,0
2016/6/2,11618,Thursday,6,6,2016,d_1952,NBAFinalsStart,Sporting,,,1,0,1
2016/6/3,11618,Friday,7,6,2016,d_1953,,,,,1,1,1
2016/6/4,11619,Saturday,1,6,2016,d_1954,,,,,1,0,0
2016/6/5,11619,Sunday,2,6,2016,d_1955,,,,,1,1,1
2016/6/6,11619,Monday,3,6,2016,d_1956,,,,,1,1,1
2016/6/7,11619,Tuesday,4,6,2016,d_1957,Ramadan starts,Religious,,,1,1,0
2016/6/8,11619,Wednesday,5,6,2016,d_1958,,,,,1,0,1
2016/6/9,11619,Thursday,6,6,2016,d_1959,,,,,1,1,1
2016/6/10,11619,Friday,7,6,2016,d_1960,,,,,1,0,0
2016/6/11,11620,Saturday,1,6,2016,d_1961,,,,,0,1,1
2016/6/12,11620,Sunday,2,6,2016,d_1962,,,,,0,1,1
2016/6/13,11620,Monday,3,6,2016,d_1963,,,,,0,1,0
2016/6/14,11620,Tuesday,4,6,2016,d_1964,,,,,0,0,1
2016/6/15,11620,Wednesday,5,6,2016,d_1965,,,,,0,1,1
2016/6/16,11620,Thursday,6,6,2016,d_1966,,,,,0,0,0
2016/6/17,11620,Friday,7,6,2016,d_1967,,,,,0,0,0
2016/6/18,11621,Saturday,1,6,2016,d_1968,,,,,0,0,0
2016/6/19,11621,Sunday,2,6,2016,d_1969,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0
